Country,Year,1st_pillar_Institutions,2nd_pillar_Infrastructure,3rd_pillar_Macroeconomic_environment,4th_pillar_Health_and_primary_education,5th_pillar_Higher_education_and_training,6th_pillar_Goods_market_efficiency,7th_pillar_Labor_market_efficiency,8th_pillar_Financial_market_development,9th_pillar_Technological_readiness,10th_pillar_Market_size,11th_pillar_Business_sophistication_,12th_pillar_Innovation,Global_Competitiveness_Index,Population,GDP,Income group,Region,Forum classification
Portugal,2014,4.426812752,5.660978607,3.521812196,6.387483219,5.365419963,4.582633449,4.090121652,3.64500669,5.417881269,4.322453575,4.290083942,4.082461826,4.541029254,10402343,26055,High income,Advanced economies,Europe and North America
Portugal,2015,4.386006674,5.526869644,3.572392957,6.27933619,5.185192148,4.649109779,4.271340982,3.410591689,5.535279953,4.332468003,4.270886376,4.049158176,4.518235502,10349803,26437,High income,Advanced economies,Europe and North America
Portugal,2016,4.295992259,5.479691301,3.690520741,6.395625231,5.04119972,4.657096163,4.307014184,3.250594858,5.592365568,4.276032074,4.238623157,3.911813937,4.476015588,10463694,24407,High income,Advanced economies,Europe and North America
Portugal,2017,4.39996044,5.592709184,4.035876222,6.435042035,5.091735951,4.702296766,4.351286285,3.255018036,5.735781877,4.334210524,4.366474378,4.000956971,4.567488216,10293718,23970,High income,Advanced economies,Europe and North America
Qatar,2007,5.277276511,4.303487511,5.732227877,6.194090779,4.529407489,4.545191371,4.701195218,5.126893543,4.01969018,2.722625036,4.304183881,3.538484325,4.63250381,1178955,126364,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2008,5.470913287,4.536680547,5.804313088,6.180817439,4.694064139,4.663907157,4.711280865,5.253487226,4.308335083,3.536340752,4.467400162,3.814022335,4.82905246,1388962,126076,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2009,5.68660969,4.581841506,5.730144792,6.297616539,4.929208224,4.961919374,5.038084168,4.687744202,4.810963596,3.606838596,4.550096015,3.651363226,4.945631864,1591151,122655,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2010,5.554805776,5.241094321,5.713894916,6.429944072,4.842812294,5.103357858,5.031018461,4.914180835,4.44485753,3.746341961,4.847512666,4.107092419,5.101919854,1765513,127984,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2011,5.390620051,5.168011817,6.399834032,6.27639576,4.624354385,5.039440951,4.855509173,4.962717533,4.739855073,3.855065772,5.271180105,4.692741133,5.242961226,1905437,133734,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2012,5.767814183,5.115011593,6.664589522,6.291012157,4.94002293,5.235211275,5.013700573,5.122626068,5.281395489,4.00503188,5.329589878,4.707182889,5.381802114,2015624,130990,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2013,5.945493805,5.198575366,6.576125714,6.316216518,5.110641373,5.49407285,5.290972944,5.191440974,5.097547937,3.959474655,5.364961963,4.796865283,5.238107218,2101288,131579,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2014,5.904056841,5.510454492,6.736880294,6.311474683,4.994314315,5.508646875,5.04893095,5.178293628,5.167390753,3.99472762,5.312316747,4.87676137,5.242530378,2172065,133563,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2015,5.857189688,5.615319997,6.724340852,6.305700904,5.117480831,5.523665204,4.999403178,5.022816909,5.407247401,4.246705937,5.378357875,4.97761366,5.304966591,2235355,132877,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2016,5.69629963,5.63891897,6.720924468,6.298804824,5.138856315,5.414120623,5.001455797,4.837195473,5.345327735,4.291109927,5.196381139,4.8742157,5.230675743,2335721,120623,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Qatar,2017,5.603871221,5.834286338,5.932891321,6.24966606,5.008184793,5.223855718,4.894431661,4.707106988,5.413278044,4.382925816,5.021221638,4.681876602,5.105649068,2639211,120290,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Romania,2007,3.442253094,2.573123495,4.643127651,5.616200393,4.136452618,4.038736572,4.134434992,4.047736482,3.291449996,4.232751652,3.989368239,3.093932154,3.971765676,20979708,16442,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2008,3.626623591,2.561344155,4.851756211,5.548432894,4.291015081,4.183889018,4.104370411,4.424301518,3.703081092,4.380635992,3.933728046,3.1361116,4.102915427,20741669,18032,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2009,3.675281483,2.67250609,4.55156543,5.502585904,4.295294671,4.239881542,4.288287046,4.400521896,3.788291013,4.493063528,3.78572454,3.101631441,4.105216983,20510263,16947,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2010,3.741874841,3.438835039,4.495257295,5.771206369,4.469588765,4.081424806,4.31591915,4.008396168,3.818163113,4.406505711,3.548188407,2.941545413,4.160870522,20298838,16888,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2011,3.493389848,3.36903985,4.51864803,5.724953155,4.419600998,3.957532523,4.097967902,3.91448204,3.761937428,4.391386546,3.482054895,2.914692603,4.07568275,20111664,17363,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2012,3.33039163,3.219478987,4.827546276,5.512186315,4.361896235,3.859245329,4.010987599,3.980221231,4.093277626,4.413686181,3.47389091,2.91880408,4.06853792,19944954,17502,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2013,3.33882562,3.325231896,5.141891352,5.472402663,4.405921859,3.888519088,3.963659983,3.954972531,4.139515769,4.438441338,3.622999613,3.009082476,4.125358472,19794163,18182,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2014,3.557110139,3.65009486,5.196417255,5.507675161,4.62965356,4.180278326,4.042567992,4.118276003,4.485573842,4.437781458,3.7688478,3.283854638,4.301609129,19651554,18569,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2015,3.658516712,3.612124042,5.441077865,5.491929838,4.547711953,4.278576835,4.130799444,4.046965803,4.63271679,4.568815121,3.711911954,3.239713467,4.323935618,19511324,19203,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2016,3.593346496,3.605108171,5.533456437,5.478259883,4.448423564,4.22042102,4.039764168,3.728866958,4.711601748,4.534893223,3.559991126,3.136122647,4.296153677,19611533,17621,Upper middle income,Emerging and Developing Europe,Europe and North America
Romania,2017,3.702604819,3.821949522,5.249569593,5.486023553,4.40890038,4.143070846,3.972255923,3.739959431,4.779752475,4.61152855,3.466822323,3.084995739,4.276561704,19586539,17358,Upper middle income,Emerging and Developing Europe,Europe and North America
Russian Federation,2007,3.104083575,3.480014088,5.352139009,5.513646589,4.325850628,3.939282542,4.702874916,3.597499978,3.027443378,5.540350053,3.696054179,3.313635694,4.189914611,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2008,3.288979452,3.745968688,5.550483216,5.59140605,4.398500378,3.904823665,4.739414065,3.599223718,3.359965038,5.710656867,3.704176307,3.408829668,4.314196117,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2009,3.227443554,3.615789319,5.235744412,5.648796566,4.297742405,3.748014102,4.672362658,3.266444843,3.449427996,5.775678771,3.587567572,3.351173029,4.152973017,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2010,3.224042853,4.461498748,4.488126716,5.918201625,4.551611684,3.57513205,4.51097464,3.17652263,3.559368929,5.739431455,3.470313296,3.249260029,4.237919109,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2011,3.07850387,4.516644237,5.16224524,5.696445168,4.543964322,3.599116455,4.399276109,3.210748796,3.655290668,5.731711354,3.337133271,3.141337008,4.214930492,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2012,3.094573961,4.523763162,5.802672966,5.749495205,4.59430526,3.62491828,4.231686935,3.191861164,4.133803769,5.758484677,3.305006044,3.007470517,4.197228949,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2013,3.278165967,4.611742824,5.933012092,5.713616697,4.656944212,3.802562313,4.310268269,3.387515845,3.971636245,5.779839434,3.563598126,3.13152873,4.245923522,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2014,3.452762601,4.824633977,5.536761385,5.965190561,4.964883415,4.085514214,4.416983082,3.495673984,4.188866178,5.767762954,3.786273504,3.286230655,4.369965848,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2015,3.460262601,4.809746259,5.286187905,5.937073264,4.964883415,4.162380933,4.404439397,3.529007317,4.219336016,5.926276242,3.786273504,3.288476665,4.439136575,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2016,3.633320826,4.867334694,4.298600957,5.917642464,5.090604123,4.186344936,4.425411155,3.42553708,4.304324581,5.899149958,3.845193827,3.401990759,4.512095559,144495044,158000,Upper middle income,Commonwealth of Independent States,Eurasia
Russian Federation,2017,3.747069941,4.926872265,5.027191355,5.995261705,5.123843805,4.209364314,4.332992944,3.447218998,4.548195639,5.898390498,3.965849224,3.546627906,4.641930566,144495044,158516,Upper middle income,Commonwealth of Independent States,Eurasia
Rwanda,2007,,,,,,,,,,,,,,9481083,1087,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2008,,,,,,,,,,,,,,9750314,1173,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2009,,,,,,,,,,,,,,10024594,1210,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2010,5.257924583,2.994483664,4.073231222,4.795941281,2.920925214,4.144142801,5.289822683,4.148157083,3.085216131,2.11141137,3.532431263,3.073657133,3.999203714,10293669,1262,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2011,5.22710484,3.203208101,4.891692399,4.784547152,3.08640537,4.371152389,5.250901426,4.262109529,3.054801479,2.207015003,3.748711148,3.263362846,4.18817386,10556429,1324,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2012,5.204229089,3.222616559,4.556811751,5.273918433,3.206518276,4.540626878,5.103911561,4.435665067,3.035708733,2.281245986,3.909243474,3.404170667,4.240019524,10817350,1400,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2013,5.202244937,3.204708196,4.408637362,5.36894668,3.004854816,4.522863858,5.055477135,4.225986288,3.103430621,2.455300789,3.859513085,3.437552136,4.214902161,11078095,1426,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2014,5.208603016,3.13837719,4.615470576,5.516998655,2.979266583,4.618084558,5.078646744,4.262863867,3.140239584,2.520602191,3.830892211,3.456763867,4.272424857,11341544,1485,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2015,5.391312921,3.237573635,4.395411847,5.394018835,3.054561758,4.570878922,5.214052496,4.537992267,3.118224987,2.525803115,3.912271131,3.574887227,4.292848168,11609666,1549,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2016,5.561432272,3.347453546,4.511013269,5.541974671,3.221840159,4.678374626,5.368589851,4.596416879,3.247449194,2.445163241,3.965743495,3.563788838,4.406726353,11722544,1395,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Rwanda,2017,5.418048085,3.391672096,4.343719421,5.338780745,3.235877538,4.678805011,5.371070667,4.51545581,3.242991602,2.640635587,4.088693092,3.646640266,4.348831832,12208407,1373,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Saudi Arabia,2007,4.50512589,4.142305617,6.196738836,5.398114748,4.021360978,4.398155401,4.294942192,4.083483085,3.439903303,4.497201983,4.417101957,3.43703751,4.548275407,26083522,41464,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2008,4.753680509,4.390909627,6.009994715,5.701368208,4.285728069,4.710894458,4.371435363,4.221808189,3.686542925,4.80979613,4.510455549,3.676967877,4.724587502,26742842,44189,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2009,4.840403279,4.625541798,5.861490042,5.365639546,4.294744664,4.794159866,4.329225298,4.437840771,4.179608071,4.875471315,4.609404383,3.697876589,4.746495587,27409491,44276,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2010,5.21664152,5.065488118,5.345258476,5.635653298,4.546963142,5.105954621,4.416642835,4.83497496,4.165171902,4.971609879,4.906971597,3.915614504,4.948106768,28090647,45598,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2011,5.471519769,5.307433152,6.090331007,5.781918237,4.812352999,5.24660425,4.566708057,5.0585607,4.328819352,4.923812731,5.108639737,4.163631749,5.168246199,28788438,49230,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2012,5.345160895,5.231152027,6.547115789,5.823128118,4.794368445,5.122071697,4.470916863,4.884324261,4.907439788,4.852880869,4.91271791,4.032571316,5.194895884,29496047,50916,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2013,5.129399499,5.177602474,6.6916,5.915714699,4.65382311,4.791885764,4.313424674,4.711998656,4.600711439,5.070811941,4.737737401,3.925433346,5.10409817,30201051,51294,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2014,4.971446042,5.187984106,6.670924234,6.033084273,4.636198659,4.676073118,4.245561606,4.655785674,4.535075242,5.098544591,4.571030344,3.799998972,5.059634479,30886545,52096,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2015,5.072389464,5.085381827,6.634632967,6.011801974,4.731900499,4.701397769,4.29869271,4.32116474,4.695312903,5.397185476,4.542627003,3.826124691,5.066458132,31540372,52469,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2016,5.098924634,5.067899494,4.707537465,5.980638706,4.801352756,4.636290861,4.302205997,4.233417943,5.01324639,5.439843048,4.515688031,3.68752286,4.836833276,32867371,49245,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Saudi Arabia,2017,5.009839819,5.201689327,4.872130449,6.031550698,4.871975237,4.596507049,4.103114156,4.157448204,4.940626541,5.442404481,4.504526992,3.727586859,4.827136998,32938213,49442,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Senegal,2007,3.399061602,2.615133839,4.939666869,4.168589106,3.105124714,3.98200167,3.699204554,3.557934045,2.932405691,2.699904202,3.822676339,3.104986022,3.606859473,11897230,2143,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2008,3.690591718,2.972925198,4.43831179,4.426307864,3.441896618,4.257842257,3.821404965,3.600493263,3.10988362,2.663359672,4.153132941,3.272979447,3.733741318,12229703,2162,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2009,3.749344658,3.253663397,4.391667318,4.326802449,3.40884155,4.311247804,3.931165071,3.519697799,3.216693821,2.838884456,4.067331242,3.309965362,3.780868368,12581624,2153,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2010,3.771632501,2.70739124,4.343522119,4.373994256,3.2324979,4.061262227,3.967426778,3.62479952,3.239492966,2.801882287,3.658615918,3.303292169,3.674291484,12956791,2182,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2011,3.699676074,2.571214494,4.497553409,4.460928802,3.265684569,4.050108512,4.019218178,3.591922346,3.44578892,2.811068752,3.721095428,3.351910668,3.696952227,13357003,2163,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2012,3.601519593,2.50649821,4.366743001,4.231242518,3.229698293,4.19835083,4.26518934,3.887499577,3.373370247,2.826124795,3.887478288,3.294061424,3.655952587,13780108,2174,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2013,3.685370534,2.780277912,4.409760376,4.169929635,3.137485928,4.327979475,4.331546476,3.721844433,3.263405196,2.936619129,3.848241372,3.176983179,3.699366086,14221041,2185,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2014,3.814113315,2.931149247,4.289055003,3.959401894,3.17781933,4.34308516,4.226124922,3.796932306,3.210801303,2.960312119,3.897323667,3.393927058,3.698051904,14672557,2206,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2015,3.992405696,3.000357275,4.21554009,3.995370466,3.250353512,4.298395775,4.190782377,3.797811145,3.146779378,3.003221789,3.953210971,3.548666831,3.733193039,15129273,2251,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2016,3.969754979,3.012591463,4.279908506,4.180006469,3.292015887,4.196567606,3.973742677,3.713390117,3.16671335,2.924357924,3.856499431,3.481795778,3.7403592,15760294,2079,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Senegal,2017,3.899534611,3.137673202,4.48056659,4.295021918,3.443890768,4.200754907,3.911883991,3.668142072,3.253284149,3.057162316,3.775707521,3.460286633,3.809034531,15850567,2036,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Serbia,2007,3.372093023,2.718272885,4.609322453,6.041520402,3.648161066,3.533926548,3.861123302,3.730560217,3.343307943,3.232888256,3.529367919,3.079069767,3.783706705,9130353,11833,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2008,3.397566605,2.681369902,4.721481252,5.786888305,3.909191234,3.681633123,4.362900071,3.941576542,3.453092379,3.587218135,3.51370486,3.087760378,3.900104825,9109535,12522,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2009,3.244887467,2.753884853,3.878541698,5.70951021,3.83178191,3.696262817,4.180123656,3.867699368,3.377010862,3.693991152,3.445084332,2.979227942,3.767137184,9087019,12180,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2010,3.194443331,3.386746852,4.048802925,5.954673805,4.010923714,3.571380982,4.058416579,3.836318966,3.410324755,3.603278523,3.151836891,2.93165159,3.836861408,9059046,12301,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2011,3.152099457,3.665326238,4.484717561,5.817524695,3.98030932,3.494852703,3.935858106,3.739694789,3.628086764,3.610382141,3.081535976,2.902117321,3.876914779,9023881,12572,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2012,3.158879672,3.783949624,3.914529841,5.732837783,3.969420281,3.572608807,4.040071938,3.67643466,4.104354771,3.635163235,3.114852114,2.805044373,3.871518991,8982578,12505,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2013,3.201162272,3.510942151,3.364762642,5.747813122,4.048368955,3.639526658,3.898817758,3.475150573,3.940809002,3.682216342,3.176377633,2.851666587,3.77427767,8937605,12889,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2014,3.213575475,3.928876528,3.512607398,5.759397115,4.253754822,3.780452938,3.731563324,3.502563702,4.445585437,3.678632662,3.213305993,2.891288745,3.896054796,8892815,12717,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2015,3.240442313,3.873857222,3.601977455,5.868895737,4.267472976,3.74390739,3.721771923,3.228507934,4.467118149,3.695774725,3.140074036,2.903133664,3.887723749,8850975,12908,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2016,3.307277266,3.942072052,4.115567628,5.968110249,4.396173854,3.782805579,3.844026521,3.411490349,4.052761955,3.627539603,3.222356538,2.970911155,3.969199259,9175069,12028,Upper middle income,Emerging and Developing Europe,Europe and North America
Serbia,2017,3.421707256,4.087243489,4.610281376,6.022956952,4.554202823,3.955544387,3.963643841,3.56147724,4.194245542,3.71879833,3.516041015,3.10837864,4.141099237,7022268,12227,Upper middle income,Emerging and Developing Europe,Europe and North America
Seychelles,2007,,,,,,,,,,,,,,90841,20968,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2008,,,,,,,,,,,,,,91634,20065,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2009,,,,,,,,,,,,,,92360,19765,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2010,,,,,,,,,,,,,,93081,20364,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2011,,,,,,,,,,,,,,93810,22556,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2012,4.249623568,4.707974497,4.551280293,5.948897749,4.981889917,4.271517492,4.543897558,3.787520767,3.880076715,1.384816997,3.735079158,2.975117106,4.103536244,94524,23685,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2013,4.334274697,4.643590561,4.432474588,5.902815254,4.129432745,4.36313662,4.687969535,3.868554299,3.873310193,1.455491481,4.057891431,3.319953134,4.101620128,95215,24805,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2014,4.036095184,4.503267574,4.885288972,5.98093278,4.037668246,4.184204985,4.437812526,3.645392397,3.731418031,1.458355225,3.990959931,3.251240749,3.907937267,95868,25038,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2015,4.037970184,4.511558338,4.820966286,5.843508602,3.846930974,4.325538437,4.454151231,3.412059063,3.812120732,1.40009732,3.990959931,3.151867004,3.861087514,96471,25684,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2016,,,,,,,,,,,,,,99844,24310,High income,Sub-Saharan Africa,Sub-Saharan Africa
Seychelles,2017,3.774317596,4.552423175,4.59892766,5.96649307,3.91565126,4.280577672,4.102704371,3.266688848,4.152922717,1.449564189,3.853682154,2.939977918,3.796028075,95843,24419,High income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2007,,,,,,,,,,,,,,5391108,1249,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2008,,,,,,,,,,,,,,5521838,1289,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2009,,,,,,,,,,,,,,5647194,1304,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2010,,,,,,,,,,,,,,5775902,1347,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2011,,,,,,,,,,,,,,5908908,1400,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2012,3.562895708,2.091003045,2.467474047,2.951574482,2.295881539,3.836327056,3.923377491,3.342988367,2.45904054,1.760661058,3.104581211,2.271271717,2.823071185,6043157,1582,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2013,3.616150911,2.132882382,3.321544118,2.741472505,2.359973317,3.971837693,4.090134846,3.457500842,2.652420091,2.194041246,3.297295942,2.559652625,3.010575837,6178859,1865,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2014,3.365168767,2.07024297,3.943446951,3.177787041,2.387180207,3.979776032,4.012064764,3.355246859,2.364354147,2.272154026,3.282573672,2.579248091,3.101671006,6315627,1959,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2015,3.212144045,2.106426201,3.888811028,3.293202583,2.537773668,3.786520584,3.840737938,3.058512511,2.341853197,2.331578845,3.143776948,2.490928439,3.059945523,6453184,2085,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2016,3.241533941,2.326103409,3.555705835,4.096549181,2.56093041,3.770990434,3.79313069,3.106339173,2.413049246,2.08187953,3.148370416,2.593234442,3.160559279,6606273,1911,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Sierra Leone,2017,3.296381258,2.578836557,3.238557628,4.288613557,2.542661857,3.710595681,3.722966341,3.168392913,2.45569883,2.221428275,3.235624025,2.684488288,3.197962885,7557212,1937,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Singapore,2007,6.033084918,6.355012036,5.684986397,6.244486351,5.419323455,5.762168369,5.665104859,6.019683236,5.358266297,4.057003153,5.193022844,5.08087953,5.447092955,4732785,68375,High income,Advanced economies,East Asia and Pacific
Singapore,2008,6.186436733,6.393262862,5.737407461,6.235346467,5.559231311,5.828073116,5.70691362,5.944391944,5.648930888,4.405850442,5.251943414,5.077250055,5.534784306,4849641,65991,High income,Advanced economies,East Asia and Pacific
Singapore,2009,6.148559916,6.3501946,5.238558839,6.22041315,5.62006739,5.768706053,5.909667189,5.909961175,5.903873243,4.526911901,5.201463968,5.09306938,5.545331907,4965105,63644,High income,Advanced economies,East Asia and Pacific
Singapore,2010,6.128190691,6.219667181,5.200012399,6.667063633,5.765847739,5.651962013,5.920928457,5.755340973,5.346947045,4.513623293,5.09610498,5.041873325,5.477664234,5078961,72056,High income,Advanced economies,East Asia and Pacific
Singapore,2011,6.110382092,6.333647236,6.22043165,6.648341378,5.76913216,5.566585885,5.864404952,5.835232398,5.904236798,4.561457698,5.127281705,5.328123163,5.625705006,5190666,74949,High income,Advanced economies,East Asia and Pacific
Singapore,2012,6.071733983,6.498390523,6.055494119,6.731476109,5.928200991,5.602069048,5.802319146,5.851312727,6.0986833,4.614802888,5.142169245,5.39367458,5.673013652,5299524,75630,High income,Advanced economies,East Asia and Pacific
Singapore,2013,6.037462601,6.414470383,6.014710426,6.720300064,5.910431666,5.589874604,5.771757723,5.81805469,6.00520265,4.659654961,5.07891343,5.194370394,5.613254439,5405009,77721,High income,Advanced economies,East Asia and Pacific
Singapore,2014,5.983257868,6.540035005,6.12536778,6.726318801,6.093386522,5.641122026,5.687307635,5.835856549,6.088369527,4.708167564,5.073174959,5.183881388,5.645158243,5506586,78958,High income,Advanced economies,East Asia and Pacific
Singapore,2015,6.005665662,6.486327076,6.211747494,6.742334609,6.196571474,5.71514219,5.714611879,5.571398744,6.195703669,4.779156565,5.134953942,5.242713208,5.676669191,5603740,80794,High income,Advanced economies,East Asia and Pacific
Singapore,2016,6.098336869,6.501911166,6.147616241,6.74884673,6.293696738,5.775368547,5.798357959,5.685321531,6.136196411,4.704162869,5.178542373,5.328132305,5.716928757,5836182,73771,High income,Advanced economies,East Asia and Pacific
Singapore,2017,6.08460581,6.543850302,5.981528662,6.761081908,6.265613397,5.764781605,5.790878023,5.656511815,6.089335356,4.78096446,5.215809697,5.282995682,5.705714529,5612253,74179,High income,Advanced economies,East Asia and Pacific
Slovenia,2007,4.449891062,4.318129945,5.467005679,6.156233382,5.082745496,4.627819329,4.434698781,4.676523787,4.290102782,3.281654176,4.653232436,3.751683375,4.479762404,2017452,29878,High income,Advanced economies,Europe and North America
Slovenia,2008,4.396230366,4.485449514,5.47641613,6.151383089,5.147942399,4.491644699,4.407958433,4.674439667,4.52870244,3.442669021,4.591544547,3.716415326,4.496114324,2030599,30816,High income,Advanced economies,Europe and North America
Slovenia,2009,4.470764571,4.836076424,5.316914314,6.102852788,5.158641838,4.595869425,4.480079746,4.493104507,4.669225034,3.564832602,4.637110118,3.827802283,4.552880028,2042804,28157,High income,Advanced economies,Europe and North America
Slovenia,2010,4.367767475,4.833468669,5.187256039,6.330138283,5.268414742,4.52178526,4.259222877,4.019074839,4.450905524,3.447070188,4.424506352,3.734696622,4.423684755,2052480,28377,High income,Advanced economies,Europe and North America
Slovenia,2011,4.077002183,4.807234785,5.343933808,6.2626482,5.162566267,4.374311429,4.004921689,3.6176221,4.764710401,3.444015962,4.188751474,3.553549867,4.29989847,2059023,28492,High income,Advanced economies,Europe and North America
Slovenia,2012,4.047495811,4.908060632,4.93782921,6.287900011,5.201523074,4.419176989,4.150521647,3.292559172,4.955505632,3.459070856,4.179917659,3.852780594,4.337165469,2062881,27682,High income,Advanced economies,Europe and North America
Slovenia,2013,3.939929185,4.912289102,5.027444194,6.379453767,5.207890342,4.31814626,4.000881329,2.976046508,4.904028065,3.462726326,4.139052751,3.626512459,4.250267163,2064819,27368,High income,Advanced economies,Europe and North America
Slovenia,2014,3.810784342,4.880062755,4.266832,6.497795082,5.326299616,4.399073312,3.928799366,2.852430417,5.046120871,3.450666084,4.112754895,3.6377919,4.218971534,2066068,28059,High income,Advanced economies,Europe and North America
